,HexSSP-0,HexSSP-1,HexSSP-2,HexSSP-3,HexSSP-4,HexSSP-5,HexSSP-6,HexSSP-7,HexSSP-8,HexSSP-9,HexSSP-10,HexSSP-11,HexSSP-12,HexSSP-13,HexSSP-14,HexSSP-15,HexSSP-16,HexSSP-17,HexSSP-18,HexSSP-19,Discrete_19-0,Discrete_19-1,Discrete_19-2,Discrete_19-3,Discrete_19-4,Discrete_19-5,Discrete_19-6,Discrete_19-7,Discrete_19-8,Discrete_19-9,Discrete_15-0,Discrete_15-1,Discrete_15-2,Discrete_15-3,Discrete_15-4,Discrete_15-5,Discrete_15-6,Discrete_15-7,Discrete_15-8,Discrete_15-9,Discrete_11-0,Discrete_11-1,Discrete_11-2,Discrete_11-3,Discrete_11-4,Discrete_11-5,Discrete_11-6,Discrete_11-7,Discrete_11-8,Discrete_11-9,Discrete_07-0,Discrete_07-1,Discrete_07-2,Discrete_07-3,Discrete_07-4,Discrete_07-5,Discrete_07-6,Discrete_07-7,Discrete_07-8,Discrete_07-9,Discrete_03-0,Discrete_03-1,Discrete_03-2,Discrete_03-3,Discrete_03-4,Discrete_03-5,Discrete_03-6,Discrete_03-7,Discrete_03-8,Discrete_03-9
0,9.0,17.0,10.0,11.0,12.0,10.0,14.0,11.0,10.0,18.0,35.0,19.0,10.0,12.0,23.0,10.0,20.0,14.0,19.0,10.0,10.0,14.0,8.0,9.0,10.0,10.0,11.0,9.0,12.0,15.0,10.0,12.0,9.0,16.0,13.0,10.0,15.0,9.0,11.0,26.0,9.0,16.0,11.0,14.0,14.0,9.0,12.0,16.0,10.0,18.0,10.0,15.0,10.0,29.0,10.0,9.0,30.0,9.0,14.0,23.0,18.0,15.0,21.0,19.0,15.0,10.0,10.0,18.0,9.0,17.0
1,10.0,16.0,13.0,15.0,12.0,10.0,8.0,9.0,9.0,65.0,31.0,13.0,11.0,18.0,9.0,13.0,22.0,13.0,10.0,10.0,9.0,14.0,9.0,10.0,11.0,9.0,8.0,20.0,12.0,13.0,9.0,11.0,13.0,32.0,19.0,12.0,21.0,24.0,15.0,15.0,10.0,21.0,21.0,13.0,16.0,12.0,11.0,16.0,26.0,48.0,8.0,13.0,33.0,9.0,11.0,10.0,10.0,26.0,11.0,10.0,10.0,11.0,13.0,12.0,12.0,19.0,13.0,14.0,13.0,14.0
2,10.0,17.0,12.0,9.0,11.0,12.0,10.0,9.0,10.0,27.0,38.0,14.0,9.0,11.0,72.0,9.0,16.0,9.0,16.0,9.0,10.0,52.0,11.0,10.0,10.0,11.0,13.0,25.0,16.0,29.0,9.0,11.0,13.0,18.0,18.0,15.0,20.0,34.0,42.0,14.0,16.0,11.0,28.0,12.0,12.0,16.0,12.0,12.0,11.0,30.0,9.0,12.0,35.0,27.0,12.0,13.0,15.0,12.0,10.0,14.0,21.0,20.0,17.0,25.0,15.0,10.0,13.0,10.0,17.0,15.0
3,8.0,16.0,10.0,11.0,10.0,11.0,9.0,10.0,11.0,43.0,41.0,12.0,9.0,12.0,95.0,15.0,26.0,11.0,13.0,11.0,9.0,16.0,9.0,10.0,11.0,12.0,16.0,15.0,16.0,20.0,12.0,27.0,14.0,19.0,14.0,17.0,39.0,15.0,11.0,13.0,14.0,12.0,14.0,12.0,14.0,12.0,14.0,12.0,11.0,16.0,10.0,14.0,14.0,37.0,28.0,9.0,15.0,26.0,9.0,9.0,10.0,10.0,14.0,16.0,11.0,16.0,11.0,17.0,15.0,17.0
4,11.0,12.0,9.0,11.0,9.0,9.0,11.0,8.0,10.0,29.0,49.0,14.0,13.0,22.0,71.0,12.0,18.0,10.0,10.0,10.0,11.0,49.0,11.0,10.0,14.0,10.0,11.0,16.0,12.0,38.0,11.0,61.0,10.0,11.0,23.0,16.0,10.0,10.0,34.0,26.0,14.0,12.0,26.0,16.0,15.0,24.0,12.0,13.0,26.0,12.0,9.0,11.0,53.0,16.0,11.0,11.0,12.0,10.0,9.0,12.0,14.0,33.0,21.0,13.0,11.0,11.0,21.0,12.0,48.0,12.0
5,12.0,19.0,9.0,14.0,11.0,10.0,19.0,9.0,10.0,25.0,26.0,19.0,10.0,13.0,98.0,10.0,22.0,10.0,14.0,11.0,11.0,12.0,9.0,13.0,9.0,11.0,17.0,45.0,19.0,25.0,10.0,12.0,16.0,15.0,14.0,18.0,14.0,13.0,37.0,8.0,13.0,57.0,48.0,20.0,18.0,13.0,19.0,10.0,12.0,60.0,11.0,29.0,10.0,10.0,18.0,11.0,39.0,11.0,12.0,10.0,18.0,14.0,11.0,15.0,15.0,19.0,12.0,11.0,11.0,11.0
6,10.0,15.0,11.0,12.0,11.0,8.0,13.0,8.0,12.0,33.0,39.0,11.0,11.0,13.0,128.0,13.0,28.0,13.0,14.0,9.0,12.0,28.0,11.0,14.0,8.0,10.0,15.0,12.0,31.0,31.0,13.0,30.0,35.0,14.0,10.0,16.0,15.0,17.0,14.0,15.0,22.0,45.0,25.0,12.0,8.0,15.0,16.0,11.0,9.0,13.0,10.0,57.0,78.0,11.0,10.0,13.0,15.0,16.0,17.0,11.0,30.0,14.0,10.0,48.0,11.0,14.0,24.0,16.0,17.0,11.0
7,10.0,14.0,10.0,13.0,10.0,11.0,11.0,11.0,9.0,29.0,43.0,11.0,16.0,13.0,89.0,12.0,30.0,11.0,17.0,10.0,9.0,10.0,11.0,10.0,9.0,20.0,11.0,18.0,67.0,13.0,11.0,18.0,28.0,23.0,14.0,15.0,18.0,13.0,38.0,13.0,18.0,11.0,27.0,14.0,15.0,11.0,17.0,10.0,14.0,13.0,12.0,14.0,50.0,20.0,10.0,10.0,13.0,32.0,12.0,12.0,35.0,10.0,14.0,17.0,10.0,14.0,33.0,11.0,19.0,15.0
8,9.0,19.0,19.0,10.0,9.0,11.0,9.0,9.0,17.0,39.0,30.0,14.0,11.0,14.0,67.0,9.0,15.0,12.0,12.0,11.0,12.0,24.0,13.0,12.0,13.0,13.0,22.0,15.0,75.0,31.0,15.0,14.0,42.0,11.0,19.0,21.0,22.0,10.0,19.0,16.0,26.0,39.0,32.0,23.0,11.0,12.0,16.0,13.0,12.0,13.0,11.0,12.0,43.0,33.0,13.0,12.0,26.0,19.0,10.0,9.0,13.0,10.0,10.0,14.0,15.0,9.0,17.0,14.0,10.0,18.0
9,11.0,15.0,11.0,12.0,12.0,12.0,13.0,9.0,8.0,27.0,37.0,12.0,9.0,17.0,60.0,11.0,23.0,9.0,15.0,10.0,12.0,33.0,12.0,32.0,8.0,13.0,14.0,19.0,40.0,35.0,8.0,13.0,12.0,12.0,11.0,15.0,15.0,16.0,26.0,29.0,17.0,10.0,14.0,17.0,9.0,13.0,13.0,13.0,13.0,22.0,10.0,37.0,11.0,53.0,10.0,10.0,37.0,30.0,10.0,11.0,19.0,11.0,21.0,10.0,13.0,8.0,9.0,11.0,13.0,10.0
10,9.0,14.0,9.0,10.0,13.0,9.0,10.0,10.0,8.0,29.0,47.0,13.0,13.0,10.0,87.0,9.0,34.0,10.0,20.0,9.0,12.0,64.0,16.0,15.0,13.0,26.0,21.0,25.0,11.0,34.0,15.0,16.0,17.0,12.0,28.0,20.0,23.0,16.0,17.0,27.0,15.0,11.0,64.0,15.0,22.0,9.0,15.0,38.0,11.0,13.0,12.0,80.0,10.0,44.0,26.0,12.0,36.0,29.0,15.0,11.0,16.0,22.0,14.0,15.0,13.0,16.0,13.0,18.0,10.0,14.0
11,9.0,12.0,13.0,14.0,12.0,10.0,9.0,10.0,9.0,28.0,39.0,14.0,11.0,14.0,86.0,11.0,14.0,14.0,12.0,12.0,20.0,20.0,16.0,15.0,53.0,21.0,39.0,20.0,36.0,36.0,15.0,14.0,13.0,13.0,12.0,19.0,23.0,12.0,17.0,8.0,15.0,12.0,50.0,16.0,13.0,10.0,10.0,14.0,11.0,25.0,37.0,95.0,28.0,14.0,15.0,11.0,37.0,11.0,9.0,10.0,15.0,15.0,14.0,12.0,14.0,14.0,11.0,9.0,15.0,15.0
12,13.0,15.0,8.0,21.0,10.0,10.0,14.0,10.0,10.0,33.0,31.0,14.0,9.0,12.0,74.0,10.0,24.0,13.0,13.0,13.0,11.0,20.0,12.0,9.0,20.0,18.0,22.0,34.0,24.0,26.0,12.0,43.0,22.0,14.0,39.0,16.0,21.0,11.0,12.0,14.0,12.0,15.0,62.0,13.0,11.0,20.0,12.0,14.0,15.0,14.0,71.0,10.0,35.0,12.0,40.0,15.0,13.0,39.0,8.0,12.0,16.0,13.0,11.0,13.0,23.0,11.0,11.0,13.0,19.0,13.0
13,9.0,10.0,12.0,14.0,10.0,9.0,9.0,10.0,10.0,26.0,64.0,12.0,9.0,14.0,135.0,15.0,33.0,15.0,15.0,10.0,27.0,14.0,10.0,12.0,9.0,27.0,24.0,29.0,17.0,62.0,52.0,11.0,19.0,14.0,12.0,19.0,14.0,13.0,14.0,11.0,12.0,62.0,26.0,20.0,19.0,15.0,13.0,18.0,11.0,10.0,36.0,87.0,12.0,23.0,30.0,10.0,14.0,23.0,9.0,16.0,17.0,11.0,32.0,13.0,9.0,12.0,12.0,18.0,13.0,12.0
14,11.0,12.0,9.0,14.0,10.0,10.0,11.0,12.0,11.0,42.0,22.0,16.0,8.0,11.0,199.0,9.0,20.0,14.0,18.0,9.0,15.0,12.0,12.0,9.0,12.0,12.0,11.0,32.0,17.0,62.0,17.0,9.0,17.0,16.0,11.0,13.0,23.0,13.0,11.0,29.0,20.0,9.0,39.0,22.0,9.0,15.0,16.0,11.0,22.0,13.0,13.0,12.0,16.0,34.0,23.0,11.0,20.0,11.0,10.0,12.0,15.0,12.0,19.0,10.0,10.0,14.0,19.0,11.0,13.0,22.0
15,8.0,15.0,11.0,12.0,12.0,11.0,9.0,10.0,9.0,32.0,33.0,16.0,10.0,20.0,70.0,11.0,24.0,10.0,14.0,11.0,41.0,28.0,11.0,11.0,13.0,12.0,12.0,22.0,38.0,71.0,30.0,47.0,49.0,12.0,11.0,14.0,22.0,11.0,17.0,41.0,14.0,11.0,45.0,13.0,14.0,12.0,16.0,11.0,9.0,32.0,13.0,14.0,39.0,49.0,16.0,10.0,47.0,12.0,12.0,11.0,12.0,12.0,10.0,14.0,13.0,17.0,16.0,16.0,9.0,11.0
16,10.0,13.0,11.0,13.0,17.0,9.0,10.0,10.0,9.0,23.0,43.0,12.0,11.0,15.0,78.0,12.0,25.0,11.0,17.0,9.0,12.0,10.0,13.0,9.0,10.0,16.0,18.0,14.0,86.0,61.0,11.0,48.0,18.0,10.0,35.0,17.0,15.0,13.0,13.0,31.0,19.0,14.0,91.0,18.0,13.0,14.0,17.0,12.0,10.0,23.0,48.0,33.0,33.0,11.0,14.0,10.0,39.0,14.0,14.0,13.0,14.0,13.0,14.0,13.0,21.0,10.0,11.0,10.0,15.0,19.0
17,12.0,11.0,9.0,13.0,10.0,11.0,9.0,12.0,10.0,33.0,37.0,11.0,9.0,17.0,107.0,16.0,26.0,15.0,15.0,9.0,20.0,9.0,25.0,13.0,9.0,10.0,26.0,50.0,35.0,14.0,16.0,10.0,15.0,27.0,11.0,30.0,15.0,12.0,12.0,28.0,16.0,12.0,11.0,12.0,12.0,11.0,13.0,15.0,16.0,29.0,46.0,17.0,14.0,11.0,41.0,15.0,17.0,46.0,12.0,10.0,10.0,10.0,12.0,17.0,11.0,23.0,30.0,12.0,23.0,12.0
18,11.0,21.0,8.0,19.0,11.0,14.0,12.0,11.0,10.0,31.0,26.0,13.0,11.0,15.0,90.0,17.0,37.0,12.0,18.0,29.0,10.0,66.0,11.0,9.0,11.0,10.0,11.0,19.0,68.0,20.0,12.0,11.0,13.0,18.0,9.0,15.0,30.0,11.0,13.0,12.0,16.0,20.0,38.0,15.0,13.0,20.0,12.0,12.0,12.0,25.0,45.0,11.0,51.0,12.0,12.0,14.0,32.0,30.0,8.0,10.0,12.0,10.0,25.0,37.0,20.0,10.0,10.0,15.0,24.0,18.0
19,10.0,11.0,14.0,12.0,10.0,12.0,9.0,15.0,9.0,44.0,29.0,13.0,10.0,16.0,104.0,17.0,19.0,13.0,21.0,9.0,14.0,10.0,23.0,13.0,13.0,10.0,14.0,12.0,39.0,20.0,30.0,19.0,55.0,16.0,18.0,15.0,11.0,13.0,13.0,32.0,15.0,12.0,17.0,15.0,13.0,13.0,20.0,11.0,14.0,17.0,13.0,15.0,21.0,11.0,10.0,12.0,12.0,26.0,8.0,11.0,11.0,29.0,11.0,16.0,14.0,12.0,10.0,13.0,13.0,16.0
20,9.0,16.0,16.0,13.0,11.0,16.0,10.0,9.0,9.0,41.0,24.0,18.0,9.0,15.0,96.0,11.0,21.0,16.0,17.0,14.0,10.0,42.0,25.0,21.0,9.0,12.0,54.0,71.0,43.0,18.0,31.0,32.0,10.0,12.0,12.0,21.0,16.0,12.0,13.0,9.0,12.0,12.0,54.0,13.0,14.0,13.0,13.0,11.0,13.0,18.0,15.0,12.0,10.0,12.0,30.0,13.0,37.0,35.0,12.0,11.0,13.0,17.0,15.0,10.0,13.0,14.0,31.0,38.0,18.0,16.0
21,13.0,17.0,9.0,13.0,10.0,11.0,12.0,15.0,12.0,41.0,44.0,19.0,12.0,17.0,65.0,18.0,23.0,16.0,18.0,12.0,19.0,21.0,20.0,12.0,8.0,11.0,29.0,52.0,15.0,16.0,14.0,13.0,24.0,14.0,11.0,26.0,14.0,14.0,36.0,12.0,14.0,12.0,34.0,11.0,12.0,18.0,13.0,15.0,12.0,13.0,12.0,17.0,43.0,39.0,16.0,10.0,16.0,11.0,9.0,12.0,14.0,11.0,13.0,12.0,12.0,16.0,12.0,18.0,13.0,26.0
22,12.0,14.0,16.0,14.0,10.0,18.0,9.0,10.0,12.0,40.0,58.0,21.0,10.0,14.0,168.0,16.0,27.0,11.0,15.0,13.0,10.0,10.0,22.0,9.0,20.0,18.0,20.0,17.0,55.0,17.0,12.0,16.0,15.0,10.0,14.0,19.0,20.0,10.0,22.0,11.0,14.0,34.0,86.0,22.0,10.0,12.0,12.0,11.0,11.0,30.0,117.0,46.0,14.0,39.0,15.0,11.0,35.0,13.0,11.0,13.0,13.0,9.0,16.0,18.0,20.0,10.0,10.0,12.0,14.0,8.0
23,9.0,15.0,15.0,21.0,9.0,12.0,17.0,12.0,10.0,25.0,46.0,16.0,8.0,16.0,70.0,15.0,24.0,15.0,15.0,9.0,11.0,8.0,10.0,12.0,9.0,11.0,59.0,11.0,63.0,28.0,14.0,27.0,15.0,11.0,32.0,21.0,12.0,11.0,14.0,10.0,15.0,13.0,16.0,17.0,10.0,10.0,8.0,9.0,11.0,16.0,12.0,10.0,44.0,16.0,34.0,11.0,16.0,30.0,10.0,9.0,15.0,12.0,12.0,15.0,15.0,22.0,14.0,15.0,13.0,10.0
24,11.0,20.0,12.0,19.0,8.0,10.0,13.0,10.0,10.0,27.0,34.0,15.0,10.0,14.0,55.0,18.0,30.0,16.0,13.0,14.0,24.0,15.0,23.0,13.0,9.0,19.0,19.0,20.0,33.0,74.0,11.0,23.0,15.0,12.0,19.0,32.0,15.0,14.0,15.0,17.0,16.0,12.0,25.0,15.0,15.0,14.0,16.0,21.0,11.0,41.0,29.0,10.0,58.0,33.0,10.0,12.0,11.0,47.0,13.0,15.0,11.0,14.0,9.0,9.0,9.0,10.0,13.0,11.0,14.0,16.0
25,9.0,21.0,9.0,17.0,13.0,9.0,13.0,11.0,18.0,52.0,25.0,17.0,15.0,22.0,68.0,18.0,41.0,17.0,14.0,11.0,10.0,39.0,16.0,19.0,9.0,25.0,51.0,13.0,29.0,32.0,16.0,14.0,12.0,18.0,9.0,16.0,11.0,13.0,11.0,16.0,18.0,53.0,39.0,15.0,23.0,16.0,11.0,11.0,10.0,15.0,11.0,18.0,72.0,30.0,15.0,16.0,25.0,11.0,13.0,12.0,26.0,13.0,33.0,10.0,11.0,16.0,16.0,11.0,10.0,8.0
26,14.0,13.0,11.0,21.0,12.0,11.0,8.0,11.0,11.0,43.0,45.0,13.0,10.0,15.0,61.0,15.0,27.0,18.0,21.0,12.0,13.0,9.0,20.0,11.0,12.0,19.0,64.0,17.0,21.0,39.0,61.0,9.0,15.0,18.0,17.0,18.0,24.0,13.0,14.0,36.0,16.0,17.0,38.0,26.0,13.0,13.0,13.0,15.0,12.0,17.0,41.0,67.0,10.0,10.0,24.0,12.0,12.0,30.0,20.0,14.0,19.0,17.0,25.0,15.0,28.0,9.0,21.0,12.0,11.0,10.0
27,11.0,15.0,10.0,18.0,10.0,12.0,12.0,11.0,9.0,29.0,25.0,18.0,10.0,17.0,46.0,21.0,20.0,17.0,14.0,10.0,15.0,10.0,15.0,25.0,16.0,15.0,35.0,28.0,36.0,33.0,30.0,12.0,10.0,15.0,19.0,18.0,11.0,16.0,19.0,11.0,14.0,9.0,14.0,12.0,13.0,11.0,12.0,9.0,11.0,10.0,23.0,13.0,15.0,15.0,28.0,13.0,43.0,12.0,8.0,19.0,32.0,17.0,17.0,12.0,12.0,17.0,11.0,12.0,12.0,26.0
28,12.0,14.0,16.0,20.0,12.0,13.0,11.0,9.0,9.0,28.0,50.0,15.0,9.0,24.0,74.0,17.0,26.0,16.0,15.0,10.0,11.0,23.0,16.0,11.0,10.0,12.0,14.0,26.0,20.0,41.0,14.0,76.0,17.0,17.0,11.0,20.0,17.0,18.0,16.0,18.0,23.0,49.0,10.0,14.0,13.0,12.0,12.0,11.0,12.0,51.0,17.0,28.0,10.0,33.0,18.0,18.0,29.0,12.0,14.0,14.0,16.0,9.0,15.0,10.0,9.0,15.0,55.0,29.0,13.0,11.0
29,11.0,11.0,8.0,15.0,11.0,12.0,9.0,11.0,11.0,38.0,42.0,20.0,10.0,18.0,182.0,18.0,20.0,14.0,13.0,19.0,16.0,38.0,14.0,32.0,17.0,14.0,49.0,16.0,34.0,28.0,12.0,17.0,14.0,18.0,14.0,17.0,31.0,13.0,10.0,13.0,23.0,63.0,54.0,12.0,15.0,10.0,13.0,10.0,13.0,22.0,57.0,14.0,15.0,11.0,13.0,11.0,49.0,30.0,12.0,8.0,12.0,38.0,16.0,13.0,9.0,47.0,12.0,10.0,11.0,11.0
30,10.0,16.0,11.0,23.0,11.0,12.0,10.0,14.0,12.0,36.0,32.0,20.0,11.0,20.0,113.0,15.0,24.0,17.0,17.0,15.0,11.0,9.0,16.0,13.0,12.0,14.0,35.0,18.0,30.0,18.0,62.0,10.0,15.0,10.0,23.0,32.0,36.0,18.0,8.0,17.0,16.0,19.0,88.0,13.0,21.0,15.0,16.0,13.0,14.0,17.0,33.0,13.0,12.0,10.0,14.0,12.0,12.0,14.0,10.0,10.0,10.0,21.0,14.0,16.0,21.0,10.0,15.0,18.0,16.0,11.0
31,11.0,18.0,13.0,18.0,9.0,11.0,15.0,11.0,14.0,55.0,66.0,24.0,17.0,21.0,46.0,15.0,21.0,23.0,17.0,20.0,17.0,28.0,14.0,10.0,15.0,15.0,21.0,18.0,26.0,35.0,15.0,36.0,15.0,23.0,33.0,13.0,13.0,11.0,15.0,17.0,19.0,10.0,20.0,23.0,16.0,15.0,12.0,14.0,16.0,33.0,13.0,10.0,11.0,54.0,15.0,17.0,44.0,12.0,11.0,11.0,14.0,11.0,11.0,20.0,9.0,10.0,24.0,18.0,11.0,9.0
32,11.0,17.0,12.0,16.0,11.0,12.0,17.0,10.0,11.0,40.0,39.0,15.0,9.0,15.0,81.0,24.0,36.0,16.0,13.0,23.0,11.0,19.0,9.0,12.0,18.0,14.0,23.0,17.0,71.0,19.0,16.0,11.0,19.0,34.0,15.0,10.0,12.0,12.0,19.0,19.0,15.0,11.0,13.0,11.0,12.0,18.0,57.0,15.0,12.0,26.0,12.0,42.0,17.0,15.0,26.0,13.0,20.0,40.0,11.0,9.0,10.0,10.0,10.0,10.0,9.0,16.0,24.0,19.0,20.0,8.0
33,9.0,19.0,9.0,31.0,14.0,14.0,11.0,11.0,11.0,40.0,34.0,19.0,11.0,14.0,56.0,16.0,18.0,12.0,23.0,27.0,27.0,11.0,12.0,10.0,11.0,13.0,35.0,20.0,63.0,16.0,10.0,80.0,21.0,14.0,19.0,15.0,25.0,13.0,16.0,18.0,13.0,28.0,39.0,12.0,15.0,11.0,8.0,11.0,13.0,51.0,39.0,59.0,40.0,41.0,25.0,14.0,86.0,10.0,11.0,8.0,22.0,25.0,13.0,19.0,12.0,16.0,16.0,19.0,14.0,14.0
34,10.0,13.0,10.0,15.0,14.0,12.0,9.0,9.0,10.0,26.0,37.0,15.0,8.0,19.0,70.0,18.0,24.0,15.0,16.0,23.0,10.0,10.0,15.0,10.0,20.0,19.0,11.0,19.0,89.0,12.0,14.0,13.0,13.0,10.0,9.0,15.0,27.0,11.0,29.0,10.0,13.0,10.0,50.0,13.0,11.0,18.0,16.0,15.0,17.0,19.0,11.0,38.0,120.0,12.0,59.0,14.0,11.0,14.0,12.0,12.0,10.0,17.0,14.0,10.0,9.0,16.0,14.0,11.0,10.0,10.0
35,17.0,24.0,12.0,19.0,10.0,11.0,11.0,10.0,13.0,45.0,31.0,15.0,10.0,15.0,82.0,16.0,22.0,16.0,23.0,24.0,12.0,9.0,12.0,9.0,16.0,16.0,13.0,44.0,46.0,20.0,50.0,28.0,39.0,16.0,13.0,16.0,19.0,14.0,41.0,8.0,14.0,20.0,47.0,16.0,13.0,11.0,10.0,13.0,12.0,37.0,11.0,30.0,15.0,17.0,61.0,13.0,51.0,9.0,16.0,11.0,9.0,16.0,15.0,13.0,13.0,31.0,15.0,18.0,22.0,15.0
36,14.0,19.0,11.0,16.0,11.0,19.0,15.0,16.0,12.0,24.0,48.0,15.0,9.0,16.0,41.0,21.0,22.0,13.0,15.0,24.0,15.0,9.0,15.0,10.0,9.0,55.0,14.0,20.0,42.0,21.0,58.0,13.0,27.0,12.0,12.0,9.0,28.0,12.0,13.0,10.0,15.0,76.0,13.0,10.0,10.0,18.0,16.0,13.0,15.0,28.0,36.0,19.0,70.0,21.0,35.0,11.0,12.0,31.0,11.0,11.0,15.0,17.0,16.0,14.0,29.0,22.0,14.0,12.0,41.0,11.0
37,10.0,20.0,12.0,18.0,11.0,12.0,11.0,9.0,10.0,33.0,50.0,15.0,11.0,18.0,89.0,19.0,18.0,15.0,24.0,30.0,14.0,29.0,18.0,25.0,12.0,11.0,11.0,16.0,40.0,15.0,13.0,39.0,13.0,13.0,14.0,13.0,21.0,15.0,25.0,13.0,15.0,66.0,16.0,14.0,16.0,18.0,19.0,34.0,16.0,10.0,52.0,60.0,14.0,51.0,12.0,10.0,58.0,16.0,10.0,10.0,19.0,12.0,10.0,14.0,11.0,11.0,14.0,8.0,10.0,12.0
38,11.0,22.0,12.0,14.0,14.0,12.0,9.0,9.0,10.0,34.0,51.0,14.0,9.0,20.0,75.0,22.0,27.0,16.0,18.0,21.0,13.0,35.0,11.0,12.0,12.0,16.0,15.0,17.0,20.0,25.0,33.0,29.0,12.0,18.0,14.0,16.0,28.0,13.0,47.0,28.0,12.0,40.0,10.0,15.0,15.0,15.0,12.0,29.0,14.0,10.0,14.0,29.0,45.0,34.0,25.0,47.0,9.0,27.0,10.0,13.0,19.0,15.0,13.0,11.0,11.0,10.0,16.0,11.0,8.0,16.0
39,12.0,17.0,11.0,26.0,14.0,12.0,12.0,12.0,12.0,37.0,39.0,22.0,10.0,19.0,90.0,16.0,31.0,16.0,17.0,25.0,11.0,63.0,14.0,21.0,9.0,16.0,36.0,13.0,56.0,17.0,17.0,16.0,25.0,13.0,19.0,12.0,13.0,14.0,17.0,9.0,8.0,12.0,63.0,16.0,16.0,14.0,10.0,16.0,13.0,16.0,34.0,15.0,81.0,12.0,14.0,15.0,12.0,15.0,13.0,9.0,9.0,13.0,12.0,14.0,12.0,12.0,20.0,15.0,9.0,14.0
40,12.0,17.0,9.0,16.0,12.0,11.0,10.0,14.0,11.0,83.0,36.0,14.0,11.0,16.0,63.0,26.0,24.0,16.0,10.0,17.0,12.0,49.0,16.0,11.0,14.0,16.0,13.0,20.0,39.0,31.0,13.0,32.0,10.0,16.0,8.0,15.0,14.0,11.0,17.0,13.0,14.0,9.0,17.0,28.0,16.0,16.0,16.0,18.0,12.0,29.0,43.0,35.0,40.0,28.0,10.0,26.0,12.0,17.0,9.0,9.0,11.0,12.0,17.0,15.0,13.0,15.0,14.0,12.0,13.0,10.0
41,9.0,14.0,10.0,20.0,13.0,13.0,10.0,11.0,13.0,38.0,44.0,20.0,13.0,15.0,59.0,26.0,25.0,15.0,15.0,25.0,14.0,8.0,14.0,12.0,19.0,14.0,13.0,19.0,44.0,39.0,10.0,47.0,50.0,15.0,15.0,18.0,15.0,12.0,11.0,11.0,15.0,14.0,32.0,14.0,11.0,13.0,15.0,13.0,14.0,46.0,27.0,14.0,45.0,49.0,14.0,13.0,54.0,49.0,10.0,13.0,11.0,10.0,11.0,19.0,47.0,11.0,13.0,14.0,10.0,11.0
42,11.0,20.0,9.0,21.0,10.0,10.0,11.0,12.0,17.0,34.0,33.0,15.0,12.0,21.0,104.0,17.0,32.0,16.0,15.0,22.0,10.0,55.0,12.0,24.0,10.0,23.0,18.0,24.0,49.0,34.0,45.0,18.0,29.0,11.0,9.0,41.0,29.0,11.0,13.0,15.0,12.0,16.0,40.0,19.0,13.0,16.0,11.0,19.0,16.0,17.0,42.0,19.0,11.0,43.0,12.0,12.0,13.0,82.0,12.0,11.0,14.0,11.0,13.0,10.0,13.0,20.0,11.0,10.0,10.0,23.0
43,11.0,18.0,14.0,18.0,12.0,12.0,11.0,12.0,10.0,34.0,42.0,20.0,11.0,19.0,89.0,23.0,32.0,14.0,12.0,18.0,11.0,16.0,12.0,18.0,9.0,12.0,20.0,20.0,84.0,43.0,12.0,14.0,15.0,11.0,12.0,22.0,33.0,19.0,13.0,18.0,17.0,18.0,16.0,19.0,13.0,14.0,14.0,9.0,16.0,10.0,12.0,23.0,103.0,17.0,36.0,37.0,16.0,12.0,11.0,14.0,10.0,11.0,29.0,9.0,24.0,13.0,10.0,10.0,18.0,15.0
44,9.0,28.0,11.0,26.0,11.0,14.0,11.0,13.0,9.0,32.0,38.0,18.0,12.0,14.0,100.0,18.0,28.0,19.0,18.0,25.0,15.0,42.0,14.0,21.0,9.0,32.0,15.0,19.0,39.0,30.0,48.0,17.0,10.0,11.0,12.0,18.0,20.0,16.0,15.0,12.0,15.0,12.0,60.0,17.0,16.0,12.0,12.0,12.0,12.0,22.0,14.0,26.0,19.0,71.0,25.0,42.0,17.0,12.0,10.0,11.0,13.0,18.0,15.0,11.0,12.0,15.0,10.0,17.0,13.0,21.0
45,12.0,26.0,12.0,30.0,14.0,11.0,12.0,10.0,13.0,60.0,26.0,20.0,13.0,16.0,115.0,18.0,35.0,16.0,17.0,20.0,11.0,31.0,12.0,10.0,14.0,12.0,13.0,23.0,21.0,40.0,44.0,17.0,16.0,11.0,10.0,22.0,27.0,16.0,10.0,27.0,8.0,45.0,61.0,15.0,12.0,10.0,18.0,9.0,21.0,13.0,64.0,12.0,71.0,71.0,43.0,44.0,25.0,12.0,12.0,12.0,10.0,14.0,18.0,13.0,10.0,10.0,13.0,10.0,12.0,10.0
46,12.0,24.0,11.0,26.0,16.0,13.0,15.0,12.0,9.0,29.0,33.0,16.0,11.0,20.0,54.0,16.0,30.0,20.0,14.0,25.0,16.0,33.0,12.0,27.0,15.0,10.0,25.0,51.0,51.0,35.0,16.0,11.0,11.0,18.0,26.0,21.0,23.0,13.0,17.0,32.0,10.0,49.0,63.0,23.0,20.0,15.0,10.0,15.0,11.0,18.0,16.0,36.0,11.0,77.0,13.0,11.0,82.0,11.0,12.0,12.0,19.0,18.0,12.0,13.0,9.0,11.0,23.0,10.0,12.0,26.0
