,HexSSP-0,HexSSP-1,HexSSP-2,HexSSP-3,HexSSP-4,HexSSP-5,HexSSP-6,HexSSP-7,HexSSP-8,HexSSP-9,HexSSP-10,HexSSP-11,HexSSP-12,HexSSP-13,HexSSP-14,HexSSP-15,HexSSP-16,HexSSP-17,HexSSP-18,HexSSP-19,Discrete_19-0,Discrete_19-1,Discrete_19-2,Discrete_19-3,Discrete_19-4,Discrete_19-5,Discrete_19-6,Discrete_19-7,Discrete_19-8,Discrete_19-9,Discrete_15-0,Discrete_15-1,Discrete_15-2,Discrete_15-3,Discrete_15-4,Discrete_15-5,Discrete_15-6,Discrete_15-7,Discrete_15-8,Discrete_15-9,Discrete_11-0,Discrete_11-1,Discrete_11-2,Discrete_11-3,Discrete_11-4,Discrete_11-5,Discrete_11-6,Discrete_11-7,Discrete_11-8,Discrete_11-9,Discrete_07-0,Discrete_07-1,Discrete_07-2,Discrete_07-3,Discrete_07-4,Discrete_07-5,Discrete_07-6,Discrete_07-7,Discrete_07-8,Discrete_07-9,Discrete_03-0,Discrete_03-1,Discrete_03-2,Discrete_03-3,Discrete_03-4,Discrete_03-5,Discrete_03-6,Discrete_03-7,Discrete_03-8,Discrete_03-9
733,500.0,500.0,500.0,461.0,500.0,500.0,500.0,500.0,500.0,286.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,429.0,115.0,117.0,22.0,102.0,107.0,90.0,58.0,22.0,113.0,26.0,122.0,78.0,130.0,16.0,72.0,19.0,21.0,16.0,45.0,33.0,16.0,21.0,28.0,13.0,13.0,11.0,12.0,35.0,21.0,13.0,14.0,115.0,12.0,12.0,102.0,135.0,13.0,69.0,13.0,9.0,10.0,12.0,13.0,12.0,19.0,8.0,11.0,10.0,12.0,9.0
734,484.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,464.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,104.0,44.0,24.0,92.0,240.0,34.0,93.0,25.0,47.0,18.0,105.0,16.0,104.0,18.0,52.0,17.0,19.0,14.0,12.0,16.0,16.0,40.0,91.0,14.0,16.0,15.0,15.0,12.0,12.0,54.0,23.0,19.0,11.0,9.0,17.0,13.0,10.0,20.0,14.0,10.0,9.0,15.0,11.0,24.0,9.0,9.0,10.0,11.0,11.0,10.0
735,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,145.0,168.0,23.0,17.0,145.0,96.0,135.0,48.0,76.0,37.0,76.0,65.0,112.0,17.0,83.0,21.0,38.0,15.0,28.0,21.0,74.0,29.0,34.0,11.0,12.0,12.0,31.0,16.0,13.0,18.0,51.0,49.0,11.0,10.0,66.0,39.0,10.0,12.0,11.0,12.0,14.0,16.0,14.0,13.0,11.0,67.0,13.0,12.0,10.0,15.0
736,433.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,159.0,129.0,17.0,47.0,151.0,66.0,171.0,21.0,68.0,19.0,48.0,84.0,139.0,21.0,59.0,19.0,18.0,15.0,37.0,43.0,14.0,56.0,40.0,15.0,13.0,13.0,12.0,45.0,17.0,40.0,64.0,13.0,13.0,12.0,47.0,43.0,9.0,16.0,11.0,11.0,9.0,15.0,14.0,14.0,15.0,11.0,13.0,11.0,8.0,12.0
737,390.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,115.0,199.0,21.0,132.0,151.0,104.0,133.0,45.0,78.0,26.0,111.0,36.0,88.0,15.0,50.0,16.0,47.0,15.0,15.0,15.0,24.0,14.0,86.0,11.0,19.0,14.0,14.0,78.0,12.0,16.0,13.0,63.0,16.0,10.0,18.0,42.0,9.0,76.0,20.0,12.0,14.0,16.0,10.0,11.0,14.0,13.0,12.0,10.0,16.0,10.0
738,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,450.0,500.0,494.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,485.0,135.0,187.0,15.0,62.0,95.0,96.0,110.0,32.0,73.0,40.0,46.0,110.0,58.0,14.0,50.0,24.0,51.0,14.0,26.0,16.0,14.0,10.0,68.0,18.0,16.0,12.0,14.0,15.0,17.0,13.0,91.0,30.0,10.0,12.0,45.0,26.0,10.0,38.0,9.0,11.0,13.0,25.0,11.0,11.0,9.0,14.0,24.0,13.0,10.0,11.0
739,487.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,290.0,500.0,402.0,500.0,500.0,500.0,112.0,120.0,40.0,147.0,200.0,66.0,147.0,51.0,90.0,48.0,135.0,105.0,120.0,18.0,47.0,19.0,44.0,14.0,47.0,30.0,15.0,17.0,57.0,12.0,23.0,16.0,52.0,19.0,22.0,18.0,112.0,80.0,11.0,11.0,14.0,12.0,13.0,13.0,12.0,11.0,12.0,11.0,16.0,9.0,17.0,46.0,21.0,12.0,15.0,11.0
740,468.0,500.0,500.0,500.0,332.0,500.0,500.0,500.0,500.0,500.0,500.0,366.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,116.0,145.0,20.0,148.0,125.0,56.0,137.0,41.0,66.0,65.0,82.0,70.0,126.0,14.0,47.0,20.0,14.0,17.0,49.0,40.0,16.0,27.0,38.0,15.0,15.0,11.0,14.0,15.0,30.0,38.0,10.0,36.0,12.0,11.0,13.0,47.0,10.0,63.0,11.0,12.0,17.0,14.0,18.0,10.0,28.0,13.0,11.0,9.0,14.0,11.0
741,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,418.0,500.0,500.0,500.0,500.0,500.0,500.0,107.0,111.0,16.0,109.0,159.0,104.0,142.0,37.0,95.0,48.0,119.0,86.0,124.0,20.0,48.0,15.0,42.0,15.0,17.0,16.0,14.0,55.0,79.0,23.0,14.0,19.0,61.0,42.0,12.0,53.0,148.0,107.0,15.0,13.0,96.0,11.0,12.0,81.0,9.0,13.0,14.0,13.0,12.0,10.0,12.0,9.0,10.0,11.0,14.0,9.0
742,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,158.0,80.0,21.0,103.0,100.0,23.0,135.0,42.0,64.0,18.0,74.0,100.0,87.0,14.0,49.0,16.0,34.0,19.0,38.0,29.0,15.0,22.0,42.0,28.0,11.0,11.0,14.0,37.0,10.0,70.0,44.0,14.0,14.0,12.0,13.0,25.0,11.0,98.0,10.0,13.0,18.0,20.0,14.0,36.0,9.0,11.0,10.0,13.0,10.0,13.0
743,498.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,86.0,500.0,500.0,500.0,500.0,500.0,196.0,106.0,17.0,56.0,144.0,99.0,138.0,38.0,61.0,50.0,77.0,27.0,99.0,18.0,58.0,17.0,28.0,17.0,13.0,27.0,13.0,12.0,29.0,14.0,15.0,14.0,36.0,18.0,14.0,43.0,94.0,124.0,10.0,11.0,19.0,67.0,11.0,40.0,11.0,13.0,15.0,18.0,10.0,12.0,17.0,14.0,15.0,10.0,10.0,10.0
744,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,130.0,96.0,21.0,100.0,120.0,70.0,75.0,24.0,64.0,40.0,115.0,92.0,119.0,17.0,55.0,17.0,46.0,19.0,15.0,36.0,15.0,17.0,77.0,12.0,14.0,19.0,9.0,21.0,18.0,47.0,12.0,12.0,10.0,12.0,63.0,36.0,12.0,11.0,13.0,11.0,9.0,14.0,9.0,10.0,17.0,9.0,12.0,9.0,13.0,11.0
745,500.0,500.0,500.0,381.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,257.0,497.0,132.0,120.0,33.0,54.0,154.0,17.0,119.0,42.0,56.0,42.0,119.0,41.0,112.0,19.0,46.0,20.0,10.0,16.0,21.0,11.0,15.0,37.0,41.0,17.0,14.0,17.0,44.0,36.0,19.0,34.0,43.0,11.0,12.0,11.0,33.0,13.0,10.0,10.0,13.0,22.0,10.0,13.0,11.0,8.0,10.0,15.0,19.0,11.0,13.0,11.0
746,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,243.0,106.0,25.0,125.0,133.0,71.0,102.0,19.0,63.0,30.0,124.0,100.0,131.0,16.0,66.0,18.0,32.0,11.0,47.0,36.0,16.0,13.0,134.0,17.0,12.0,18.0,14.0,51.0,16.0,37.0,111.0,68.0,11.0,10.0,17.0,24.0,10.0,11.0,11.0,13.0,10.0,12.0,9.0,11.0,11.0,17.0,10.0,13.0,20.0,16.0
747,455.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,95.0,47.0,19.0,92.0,188.0,128.0,46.0,45.0,93.0,38.0,134.0,86.0,38.0,19.0,63.0,14.0,38.0,17.0,15.0,15.0,13.0,19.0,19.0,10.0,16.0,16.0,29.0,36.0,17.0,14.0,77.0,12.0,12.0,10.0,64.0,33.0,15.0,39.0,14.0,17.0,10.0,17.0,9.0,8.0,11.0,12.0,12.0,9.0,14.0,13.0
748,441.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,135.0,120.0,29.0,81.0,139.0,19.0,163.0,38.0,91.0,16.0,103.0,112.0,113.0,15.0,38.0,17.0,16.0,18.0,37.0,14.0,14.0,59.0,103.0,18.0,14.0,14.0,14.0,95.0,13.0,18.0,39.0,91.0,11.0,12.0,57.0,45.0,11.0,14.0,12.0,10.0,34.0,13.0,10.0,10.0,16.0,12.0,10.0,10.0,13.0,9.0
749,500.0,500.0,500.0,500.0,500.0,480.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,134.0,114.0,20.0,132.0,122.0,73.0,84.0,37.0,16.0,25.0,107.0,92.0,108.0,15.0,52.0,18.0,22.0,18.0,14.0,38.0,17.0,32.0,18.0,21.0,21.0,11.0,10.0,108.0,14.0,24.0,106.0,13.0,11.0,11.0,16.0,19.0,13.0,51.0,12.0,12.0,12.0,10.0,21.0,15.0,13.0,16.0,16.0,14.0,10.0,19.0
750,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,497.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,188.0,130.0,28.0,138.0,139.0,111.0,126.0,29.0,57.0,42.0,46.0,119.0,47.0,13.0,54.0,14.0,12.0,15.0,13.0,38.0,11.0,31.0,16.0,11.0,14.0,11.0,34.0,45.0,16.0,19.0,63.0,47.0,12.0,12.0,13.0,78.0,12.0,37.0,13.0,9.0,11.0,10.0,10.0,17.0,11.0,10.0,11.0,16.0,11.0,10.0
751,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,483.0,500.0,500.0,500.0,455.0,500.0,500.0,500.0,500.0,500.0,116.0,87.0,24.0,76.0,126.0,107.0,143.0,59.0,111.0,27.0,97.0,86.0,47.0,17.0,60.0,16.0,46.0,18.0,17.0,18.0,16.0,16.0,80.0,15.0,36.0,18.0,14.0,48.0,14.0,13.0,49.0,135.0,11.0,11.0,39.0,86.0,12.0,85.0,12.0,12.0,12.0,12.0,13.0,12.0,13.0,25.0,15.0,11.0,10.0,23.0
752,476.0,500.0,500.0,500.0,500.0,500.0,500.0,214.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,172.0,104.0,18.0,56.0,99.0,103.0,96.0,31.0,81.0,32.0,21.0,104.0,101.0,13.0,55.0,12.0,48.0,20.0,11.0,16.0,15.0,11.0,121.0,14.0,50.0,13.0,17.0,54.0,15.0,48.0,13.0,31.0,12.0,11.0,44.0,13.0,10.0,13.0,14.0,9.0,13.0,15.0,13.0,12.0,16.0,11.0,9.0,12.0,11.0,13.0
753,455.0,500.0,500.0,249.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,293.0,500.0,500.0,500.0,500.0,500.0,125.0,45.0,20.0,86.0,181.0,95.0,129.0,37.0,90.0,29.0,48.0,99.0,21.0,17.0,56.0,14.0,15.0,17.0,56.0,47.0,14.0,13.0,32.0,16.0,13.0,17.0,10.0,19.0,14.0,37.0,123.0,49.0,14.0,9.0,15.0,94.0,10.0,33.0,12.0,10.0,12.0,9.0,16.0,10.0,11.0,8.0,11.0,26.0,12.0,10.0
754,394.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,117.0,52.0,20.0,55.0,133.0,134.0,153.0,41.0,81.0,20.0,112.0,89.0,105.0,14.0,56.0,25.0,18.0,17.0,33.0,39.0,13.0,14.0,28.0,13.0,13.0,21.0,52.0,28.0,17.0,15.0,62.0,11.0,11.0,12.0,62.0,53.0,14.0,15.0,10.0,10.0,11.0,14.0,15.0,14.0,14.0,11.0,14.0,13.0,11.0,10.0
755,412.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,176.0,68.0,16.0,61.0,136.0,93.0,131.0,44.0,60.0,38.0,28.0,104.0,41.0,16.0,17.0,17.0,38.0,14.0,12.0,40.0,15.0,13.0,105.0,24.0,12.0,15.0,14.0,31.0,14.0,13.0,12.0,10.0,13.0,11.0,33.0,48.0,11.0,75.0,13.0,16.0,44.0,14.0,16.0,9.0,11.0,12.0,14.0,17.0,10.0,14.0
756,392.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,150.0,81.0,20.0,55.0,150.0,118.0,140.0,14.0,43.0,18.0,120.0,122.0,94.0,17.0,58.0,17.0,26.0,15.0,19.0,17.0,27.0,35.0,16.0,16.0,16.0,15.0,52.0,107.0,16.0,34.0,11.0,100.0,11.0,11.0,15.0,76.0,13.0,14.0,13.0,10.0,14.0,16.0,10.0,11.0,10.0,15.0,12.0,13.0,15.0,18.0
757,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,124.0,103.0,18.0,60.0,114.0,116.0,153.0,36.0,94.0,24.0,117.0,117.0,18.0,13.0,52.0,12.0,19.0,17.0,35.0,18.0,12.0,25.0,53.0,25.0,16.0,9.0,11.0,35.0,12.0,46.0,46.0,48.0,18.0,11.0,35.0,42.0,14.0,66.0,12.0,11.0,14.0,11.0,16.0,11.0,11.0,10.0,12.0,10.0,15.0,12.0
758,445.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,140.0,28.0,18.0,122.0,186.0,125.0,112.0,34.0,92.0,68.0,117.0,78.0,42.0,15.0,50.0,25.0,30.0,21.0,13.0,16.0,11.0,22.0,80.0,15.0,17.0,12.0,37.0,12.0,13.0,55.0,103.0,55.0,13.0,11.0,36.0,58.0,15.0,61.0,10.0,9.0,16.0,9.0,11.0,14.0,15.0,8.0,15.0,14.0,11.0,9.0
759,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,488.0,500.0,500.0,500.0,500.0,402.0,119.0,102.0,26.0,55.0,18.0,76.0,111.0,43.0,77.0,27.0,70.0,75.0,121.0,18.0,55.0,13.0,28.0,17.0,15.0,20.0,12.0,10.0,57.0,14.0,13.0,60.0,16.0,15.0,18.0,32.0,70.0,34.0,13.0,12.0,59.0,41.0,11.0,75.0,10.0,10.0,11.0,19.0,11.0,16.0,14.0,22.0,13.0,11.0,9.0,11.0
760,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,84.0,95.0,19.0,85.0,107.0,129.0,150.0,32.0,73.0,24.0,117.0,57.0,135.0,15.0,57.0,23.0,40.0,20.0,17.0,35.0,14.0,63.0,71.0,12.0,16.0,11.0,35.0,52.0,14.0,70.0,80.0,11.0,10.0,11.0,35.0,12.0,11.0,30.0,15.0,12.0,11.0,10.0,9.0,10.0,13.0,10.0,15.0,12.0,11.0,15.0
761,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,356.0,185.0,102.0,17.0,80.0,139.0,100.0,148.0,38.0,69.0,22.0,121.0,122.0,29.0,15.0,60.0,14.0,20.0,19.0,11.0,18.0,10.0,12.0,66.0,17.0,17.0,14.0,16.0,13.0,15.0,34.0,44.0,12.0,12.0,11.0,39.0,76.0,10.0,38.0,13.0,10.0,32.0,18.0,16.0,9.0,12.0,10.0,9.0,13.0,17.0,11.0
762,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,340.0,500.0,500.0,500.0,500.0,500.0,92.0,163.0,20.0,80.0,156.0,113.0,115.0,34.0,74.0,17.0,40.0,144.0,79.0,9.0,16.0,19.0,33.0,16.0,45.0,15.0,16.0,13.0,50.0,13.0,14.0,14.0,12.0,99.0,33.0,13.0,36.0,60.0,11.0,12.0,42.0,74.0,11.0,12.0,22.0,11.0,11.0,12.0,12.0,12.0,25.0,13.0,9.0,17.0,16.0,21.0
763,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,441.0,500.0,500.0,500.0,500.0,500.0,100.0,164.0,18.0,110.0,46.0,134.0,150.0,36.0,53.0,35.0,121.0,167.0,119.0,19.0,47.0,18.0,32.0,18.0,29.0,38.0,17.0,17.0,73.0,14.0,16.0,14.0,34.0,43.0,13.0,37.0,104.0,47.0,12.0,20.0,72.0,40.0,12.0,19.0,12.0,11.0,13.0,15.0,9.0,13.0,14.0,9.0,17.0,10.0,11.0,11.0
764,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,473.0,500.0,500.0,500.0,500.0,392.0,229.0,116.0,19.0,23.0,160.0,121.0,91.0,41.0,78.0,23.0,119.0,72.0,100.0,19.0,50.0,29.0,29.0,21.0,44.0,16.0,15.0,12.0,17.0,12.0,15.0,16.0,11.0,36.0,17.0,77.0,126.0,46.0,8.0,13.0,16.0,36.0,9.0,72.0,8.0,12.0,20.0,11.0,13.0,10.0,9.0,9.0,12.0,9.0,15.0,16.0
765,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,68.0,140.0,32.0,52.0,159.0,108.0,135.0,25.0,70.0,19.0,54.0,99.0,135.0,16.0,59.0,43.0,36.0,18.0,34.0,21.0,15.0,23.0,38.0,13.0,27.0,15.0,33.0,14.0,14.0,50.0,38.0,71.0,10.0,14.0,13.0,11.0,14.0,45.0,10.0,11.0,19.0,11.0,10.0,14.0,20.0,24.0,14.0,10.0,17.0,15.0
766,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,340.0,35.0,24.0,20.0,94.0,172.0,71.0,129.0,17.0,15.0,18.0,132.0,95.0,84.0,14.0,61.0,20.0,31.0,18.0,11.0,19.0,12.0,24.0,14.0,16.0,19.0,14.0,12.0,14.0,14.0,19.0,13.0,84.0,9.0,9.0,15.0,14.0,12.0,31.0,10.0,11.0,10.0,19.0,18.0,12.0,17.0,13.0,10.0,12.0,11.0,10.0
767,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,143.0,154.0,15.0,65.0,165.0,99.0,118.0,39.0,80.0,42.0,121.0,178.0,120.0,13.0,46.0,14.0,44.0,19.0,37.0,40.0,12.0,11.0,93.0,16.0,13.0,15.0,28.0,12.0,17.0,15.0,16.0,11.0,11.0,10.0,39.0,42.0,12.0,84.0,14.0,13.0,17.0,18.0,13.0,11.0,10.0,8.0,13.0,18.0,14.0,16.0
768,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,249.0,500.0,500.0,171.0,500.0,500.0,145.0,131.0,20.0,35.0,14.0,134.0,137.0,31.0,97.0,25.0,118.0,82.0,177.0,10.0,59.0,20.0,28.0,15.0,45.0,27.0,16.0,15.0,70.0,13.0,12.0,14.0,16.0,47.0,12.0,51.0,43.0,55.0,10.0,10.0,16.0,90.0,10.0,34.0,11.0,15.0,14.0,9.0,9.0,9.0,18.0,10.0,12.0,13.0,11.0,8.0
769,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,128.0,178.0,14.0,89.0,151.0,90.0,133.0,43.0,42.0,36.0,84.0,18.0,134.0,17.0,36.0,18.0,35.0,19.0,35.0,36.0,17.0,65.0,64.0,35.0,16.0,16.0,12.0,10.0,11.0,11.0,44.0,86.0,13.0,10.0,15.0,20.0,12.0,83.0,13.0,16.0,22.0,20.0,11.0,22.0,14.0,12.0,13.0,18.0,22.0,17.0
770,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,134.0,216.0,13.0,68.0,179.0,59.0,139.0,37.0,40.0,17.0,126.0,77.0,107.0,21.0,47.0,19.0,34.0,15.0,14.0,13.0,16.0,53.0,63.0,14.0,15.0,17.0,10.0,13.0,11.0,15.0,11.0,22.0,10.0,14.0,10.0,40.0,11.0,14.0,16.0,13.0,12.0,12.0,10.0,16.0,11.0,13.0,19.0,10.0,11.0,20.0
771,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,497.0,500.0,500.0,500.0,500.0,280.0,96.0,184.0,15.0,80.0,139.0,125.0,141.0,22.0,74.0,18.0,54.0,16.0,66.0,13.0,60.0,18.0,37.0,16.0,40.0,34.0,16.0,40.0,78.0,16.0,16.0,13.0,41.0,15.0,17.0,17.0,37.0,12.0,16.0,11.0,32.0,12.0,10.0,48.0,14.0,18.0,13.0,11.0,10.0,10.0,11.0,12.0,13.0,12.0,13.0,11.0
772,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,429.0,500.0,500.0,500.0,500.0,500.0,156.0,160.0,20.0,40.0,41.0,116.0,36.0,33.0,77.0,36.0,15.0,26.0,60.0,15.0,16.0,15.0,37.0,16.0,42.0,33.0,15.0,24.0,21.0,12.0,13.0,14.0,12.0,26.0,27.0,36.0,41.0,109.0,14.0,10.0,59.0,80.0,16.0,13.0,10.0,15.0,16.0,13.0,12.0,15.0,10.0,11.0,14.0,18.0,8.0,8.0
773,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,155.0,111.0,18.0,57.0,161.0,120.0,91.0,42.0,16.0,21.0,125.0,101.0,60.0,15.0,55.0,18.0,37.0,18.0,12.0,32.0,15.0,11.0,13.0,14.0,18.0,34.0,51.0,15.0,11.0,31.0,122.0,11.0,13.0,12.0,32.0,33.0,9.0,63.0,11.0,16.0,24.0,22.0,19.0,10.0,12.0,10.0,13.0,9.0,16.0,10.0
774,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,436.0,500.0,500.0,500.0,500.0,500.0,92.0,145.0,23.0,108.0,115.0,107.0,96.0,29.0,72.0,37.0,121.0,81.0,99.0,15.0,58.0,15.0,12.0,20.0,54.0,38.0,22.0,14.0,82.0,22.0,16.0,13.0,37.0,54.0,21.0,39.0,11.0,100.0,11.0,12.0,15.0,80.0,10.0,30.0,9.0,9.0,10.0,9.0,13.0,10.0,11.0,16.0,10.0,10.0,9.0,12.0
775,500.0,500.0,500.0,500.0,500.0,500.0,500.0,396.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,126.0,151.0,26.0,63.0,123.0,97.0,148.0,21.0,122.0,18.0,81.0,13.0,17.0,20.0,59.0,20.0,19.0,15.0,12.0,44.0,18.0,40.0,21.0,12.0,10.0,17.0,15.0,38.0,13.0,13.0,12.0,40.0,9.0,10.0,16.0,93.0,13.0,47.0,9.0,13.0,10.0,15.0,13.0,11.0,20.0,8.0,8.0,10.0,11.0,8.0
776,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,95.0,142.0,20.0,77.0,94.0,91.0,69.0,33.0,32.0,31.0,83.0,158.0,104.0,14.0,19.0,16.0,40.0,19.0,35.0,56.0,18.0,18.0,77.0,12.0,18.0,12.0,13.0,12.0,18.0,15.0,13.0,61.0,11.0,12.0,47.0,76.0,11.0,52.0,9.0,9.0,9.0,15.0,10.0,12.0,17.0,11.0,12.0,21.0,10.0,14.0
777,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,153.0,102.0,25.0,45.0,105.0,123.0,153.0,17.0,66.0,48.0,118.0,17.0,90.0,17.0,70.0,20.0,41.0,20.0,13.0,19.0,17.0,29.0,124.0,15.0,16.0,18.0,13.0,95.0,14.0,13.0,110.0,75.0,11.0,9.0,25.0,80.0,12.0,12.0,10.0,9.0,17.0,12.0,11.0,15.0,10.0,9.0,36.0,10.0,10.0,11.0
778,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,254.0,80.0,25.0,59.0,150.0,135.0,150.0,37.0,71.0,21.0,122.0,37.0,106.0,17.0,44.0,20.0,29.0,16.0,37.0,31.0,12.0,15.0,82.0,15.0,34.0,22.0,20.0,38.0,10.0,20.0,11.0,11.0,11.0,13.0,71.0,35.0,10.0,14.0,13.0,22.0,18.0,11.0,14.0,9.0,59.0,13.0,12.0,10.0,13.0,12.0
779,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,140.0,56.0,18.0,31.0,145.0,106.0,108.0,37.0,44.0,48.0,96.0,59.0,56.0,17.0,59.0,15.0,34.0,19.0,39.0,36.0,14.0,45.0,81.0,15.0,17.0,17.0,13.0,57.0,15.0,15.0,126.0,37.0,12.0,12.0,102.0,39.0,9.0,62.0,13.0,9.0,13.0,15.0,18.0,14.0,15.0,35.0,12.0,9.0,15.0,18.0
